id,en
OPERATION_OIL_EXTRACTION_4KM_8KM,Oil Drilling
OPERATION_GAS_EXTRACTION_4KM_8KM,Gas Drilling
OPERATION_IRON_MINING_SURFACE,Iron Mining
OPERATION_INDUST_METALS_MINING_SURFACE,Indust Metals Mining
OPERATION_RARE_EARTHS_MINING_SURFACE,Rare Earths Mining
OPERATION_INDUST_MINERALS_MINING_SURFACE,Indust Minerals Mining
OPERATION_COAL_MINING_SURFACE,Coal Mining
OPERATION_FISSILE_FUELS_MINING_SURFACE,Fissile Fuels Mining
OPERATION_IRON_MINING_SUBSURF,Iron Mining
OPERATION_INDUST_METALS_MINING_SUBSURF,Indust Metals Mining
OPERATION_RARE_EARTHS_MINING_SUBSURF,Rare Earths Mining
OPERATION_INDUST_MINERALS_MINING_SUBSURF,Indust Minerals Mining
OPERATION_COAL_MINING_SUBSURF,Coal Mining
OPERATION_FISSILE_FUELS_MINING_SUBSURF,Fissile Fuels Mining
OPERATION_QUARRYING,Quarrying
OPERATION_AIR_CONDENSATION,Air Condensation
OPERATION_ATMOSPHERE_ACCUMULATION,Atmos Accumulation
OPERATION_BIOLOGICAL_CREW,Crew (biol)
OPERATION_URBAN_DEVELOPED,Urban Bioprocesses
OPERATION_INDUST_FOOD_FARMING,Industrial Farming
OPERATION_INDUST_FIBERS_FARMING,Ind Fibers Farming
OPERATION_INDUST_WOOD_FARMING,Ind Wood Farming
OPERATION_INDUST_FEEDSTOCK_FARMING,Ind Feedstock Farming
OPERATION_SMALL_FOOD_FARMING,Small-Scale Farming
OPERATION_SMALL_FIBERS_FARMING,Sm-Sc Fibers Farming
OPERATION_SMALL_WOOD_FARMING,Sm-Sc Wood Farming
OPERATION_CRAFT_FOOD_FARMING,Craft Foods Farming
OPERATION_CRAFT_FIBERS_FARMING,Craft Fibers Farming
OPERATION_CRAFT_WOOD_FARMING,Craft Wood Farming
OPERATION_HANDCRAFTING,Handcrafting
OPERATION_PARKLAND_BIOPROCESSES,Parkland Bioprocesses
OPERATION_WOOD_HARVESTING_MANAGED_FOREST,Wood Harvesting
OPERATION_WOOD_HARVESTING_WILDERNESS,Wood Harvesting
OPERATION_BULK_FOODS_OCEAN_FISHING,Industrial Fishing
OPERATION_CRAFT_FOODS_OCEAN_FISHING,Specialty/Sport Fishing
OPERATION_OIL_REFINING,Oil Refining
OPERATION_FISCHER_TROPSCH_PROCESS,Fischer-Tropsch Proc
OPERATION_OIL_GASIFICATION,Oil Gasification
OPERATION_REFINED_FUELS_GASIFICATION,Ref Fuels Gasification
OPERATION_COAL_GASIFICATION,Coal Gasification
OPERATION_THOLINS_GASIFICATION,Tholins Gasification
OPERATION_BIOFEEDSTOCK_GASIFICATION,Biofeedst Gasification
OPERATION_WATER_ELECTROLYSIS,Water Electrolysis
OPERATION_SABATIER_PROCESS,Sabatier Process
OPERATION_STEAM_REFORMING,Steam Reforming
OPERATION_DRY_REFORMING,Dry Reforming
OPERATION_WATER_GAS_SHIFT_REACTION,Water-Gas Shift
OPERATION_REVERSE_WATER_GAS_SHIFT_REACTION,Rev Water-Gas Shift
OPERATION_HABER_BOSCH_PROCESS,Haber-Bosch Process
OPERATION_ETHANOL_PRODUCTION_FERMENTATION,Ethanol Production
OPERATION_FOODSTUFFS_PRODUCTION_FERMENTATION,Foodstuffs Production
OPERATION_FERTILIZER_PRODUCTION_FERMENTATION,Fertilizer Production
OPERATION_SEWAGE_TREATMENT_FERMENTATION,Sewage Treatment
OPERATION_BASIC_OXYGEN_STEELMAKING_COMBUSTION,Basic O2 Steelmaking
OPERATION_H2_REDUCTION_STEELMAKING_COMBUSTION,H2 Reduc Steelmaking
OPERATION_ELECTRIC_STEELMAKING,Electric Steelmaking
OPERATION_SOLAR_STEELMAKING,Solar Steelmaking
OPERATION_COMBUSTION_INDUSTRIAL_METALS_REFINING,Ind Metals Rfn (comb)
OPERATION_ELECTRIC_INDUSTRIAL_METALS_REFINING,Ind Metals Rfn (elec)
OPERATION_SOLAR_INDUSTRIAL_METALS_REFINING,Ind Metals Rfn (sol)
OPERATION_COMBUSTION_PRECIOUS_METALS_REFINING,Prec Metals Rfn (comb)
OPERATION_ELECTRIC_PRECIOUS_METALS_REFINING,Prec Metals Rfn (elec)
OPERATION_SOLAR_PRECIOUS_METALS_REFINING,Prec Metals Rfn (sol)
OPERATION_COMBUSTION_RARE_EARTHS_REFINING,Rare Earths Rfn (comb)
OPERATION_ELECTRIC_RARE_EARTHS_REFINING,Rare Earths Rfn (elec)
OPERATION_SOLAR_RARE_EARTHS_REFINING,Rare Earths Rfn (sol)
OPERATION_COMBUSTION_GLASS_MAKING,Glass Making (comb)
OPERATION_ELECTRIC_GLASS_MAKING,Glass Making (elec)
OPERATION_SOLAR_GLASS_MAKING,Glass Making (sol)
OPERATION_COMBUSTION_CEMENT_MAKING,Cement Making (comb)
OPERATION_ELECTRIC_CEMENT_MAKING,Cement Making (elec)
OPERATION_SOLAR_CEMENT_MAKING,Cement Making (sol)
OPERATION_FISSILE_FUELS_ENRICHMENT,Fissile Fuel Enrichment
OPERATION_DEUTERIUM_SEPARATION,Deuterium Separation
OPERATION_HELIUM3_SEPARATION,Helium-3 Separation
OPERATION_INDUSTRIAL_RECYCLING,Industrial Recycling
OPERATION_SHIP_STATION_BUILDING,Ship/Station Building
OPERATION_CHIP_FABRICATION,Chip Fabrication
OPERATION_PLASTICS_POLYMERS_SYNTHESIS,Pl/Polymer Synthesis
OPERATION_SYNTHETIC_FIBERS_FABRICATION,Synthetic Fibers Fab
OPERATION_BATTERIES_FABRICATION,Batteries Fabrication
OPERATION_ROBOTICS_FABRICATION,Robotics Fabrication
OPERATION_HEAVY_MACHINERY_FABRICATION,Heavy Machinery Fab
OPERATION_CONSUMER_GOODS_FABRICATION,Consumer Goods Prod
OPERATION_LUXURY_GOODS_FABRICATION,Luxury Goods Prod
OPERATION_INDUSTRIAL_CHEMICALS_PRODUCTION,Indust Chemicals Prod
OPERATION_FINE_CHEMICALS_PRODUCTION,Fine Chemicals Prod
OPERATION_CHEMICAL_FERTILIZER_PRODUCTION,Chem Fertilizer Prod
OPERATION_PHARMACEUTICALS_PRODUCTION,Pharmaceuticals Prod
OPERATION_SERVER_TIME,Server Time
OPERATION_PORT_SERVICES,Port Services
OPERATION_EXCHANGE_SERVICES,Exchange Services
OPERATION_WHOLESALERS,Wholesalers
OPERATION_RETAIL,Retail
OPERATION_REGIONAL_ENTERTAINMENT,Regional Entertain
OPERATION_RESTAURANTS_HOSPITALITY,Restaurants & Hosp
OPERATION_OUTDOOR_RECREATION,Outdoor Recreation
OPERATION_SPORTS_GAMING,Sports & Gaming
OPERATION_MUSIC_TELEVISION_MOVIES,"Music, TV & Movies"
OPERATION_RESEARCH_DEVELOPMENT,Research & Develop
OPERATION_HEALTH_SERVICES,Health Services
OPERATION_LEGAL_SERVICES,Legal Services
OPERATION_ACCOUNTING_SERVICES,Accounting Services
PLAYER_USA,USA
PLAYER_USA_LONG,United States of America
PLAYER_RUSSIA,Russia
PLAYER_RUSSIA_LONG,Russian Federation
PLAYER_CHINA,China
PLAYER_CHINA_LONG,People's Republic of China
PLAYER_EU,EU
PLAYER_EU_LONG,European Union
PLAYER_INDIA,India
PLAYER_INDIA_LONG,Republic of India
PLAYER_JAPAN,Japan
PLAYER_JAPAN_LONG,Japan
PLAYER_OTHER,Other
PLAYER_OTHER_LONG,Other
PLAYER_NASA,NASA
PLAYER_NASA_LONG,National Aeronautics and Space Administration
PLAYER_ROSCOSMOS,Roscosmos
PLAYER_ROSCOSMOS_LONG,Roscosmos State Corporation for Space Activities
PLAYER_CNSA,CNSA
PLAYER_CNSA_LONG,China National Space Administration
PLAYER_ESA,ESA
PLAYER_ESA_LONG,European Space Agency
PLAYER_ISRO,ISRO
PLAYER_ISRO_LONG,Indian Space Research Organisation
PLAYER_JAXA,JAXA
PLAYER_JAXA_LONG,Japan Aerospace Exploration Agency
POLITY_USA,USA
POLITY_USA_LONG,United States of America
POLITY_RUSSIA,Russia
POLITY_RUSSIA_LONG,Russian Federation
POLITY_CHINA,China
POLITY_CHINA_LONG,People's Republic of China
POLITY_EU,EU
POLITY_EU_LONG,European Union
POLITY_INDIA,India
POLITY_INDIA_LONG,Republic of India
POLITY_JAPAN,Japan
POLITY_JAPAN_LONG,Japan
POLITY_OTHER,Other
POLITY_OTHER_LONG,Other
POPULATION_BASE_HUMAN,Base Human
POPULATION_PRE_SENTIENT_ANDROID,Android (pre-sentient)
PROXY_OFF_EARTH,Off-Earth
PROXY_SYSTEM_STAR_SUN,Sun (Solar System)
RESOURCE_ELECTRICITY,Electricity
RESOURCE_COAL,Coal
RESOURCE_OIL,Oil
RESOURCE_REFINED_FUELS,Refined Fuels
RESOURCE_ETHANOL,Ethanol
RESOURCE_METHANE,Methane
RESOURCE_HYDROGEN,Hydrogen
RESOURCE_FISSILE_FUELS,Fissile Fuels
RESOURCE_DEUTERIUM,Deuterium
RESOURCE_HELIUM3,Helium-3
RESOURCE_IRON_ORES,Iron Ores
RESOURCE_INDUSTRIAL_METAL_ORES,Industr Metal Ores
RESOURCE_PRECIOUS_METAL_ORES,Precious Metal Ores
RESOURCE_RARE_EARTH_ORES,Rare Earth Ores
RESOURCE_FISSILE_FUEL_ORES,Fissile Fuel Ores
RESOURCE_HELIUM3_REGOLITH,Helium-3 Regolith
RESOURCE_INDUSTRIAL_MINERALS,Industr Minerals
RESOURCE_STONE,Stone
RESOURCE_LOW_GRADE_CONGLOMERATE,Conglomerate
RESOURCE_THOLINS,Tholins
RESOURCE_WATER,Water
RESOURCE_OXYGEN,Oxygen
RESOURCE_NITROGEN,Nitrogen
RESOURCE_CARBON_DIOXIDE,Carbon Dioxide
RESOURCE_CARBON_MONOXIDE,Carbon Monoxide
RESOURCE_ETHANE,Ethane
RESOURCE_AMMONIA,Ammonia
RESOURCE_SULFER_DIOXIDE,Sulfer Dioxide
RESOURCE_HELIUM,Helium
RESOURCE_ARGON_NEON,Argon/Neon
RESOURCE_KRYPTON_XENON,Krypton/Xenon
RESOURCE_STEEL,Steel
RESOURCE_INDUSTRIAL_METALS,Industr Metals
RESOURCE_PRECIOUS_METALS,Precious Metals
RESOURCE_RARE_EARTHS,Rare Earths
RESOURCE_CONCRETE,Concrete
RESOURCE_GLASSES,Glasses
RESOURCE_PLASTICS_POLYMERS,Plastics/Polymers
RESOURCE_SYNTHETIC_FIBERS,Synthetic Fibers
RESOURCE_INDUSTRIAL_SCRAP,Industrial Scrap
RESOURCE_SLAG,Slag
RESOURCE_BULK_FOODS,Bulk Foods
RESOURCE_CRAFT_FOODS,Craft Foods
RESOURCE_WOOD,Wood
RESOURCE_BIOFIBERS,Biofibers
RESOURCE_BIOFEEDSTOCK,Biofeedstock
RESOURCE_SEWAGE,Sewage
RESOURCE_HEAVY_MACHINERY,Heavy Machinery
RESOURCE_ROBOTICS,Robotics
RESOURCE_ELECTRONICS,Electronics
RESOURCE_BATTERIES,Batteries
RESOURCE_ADVANCED_COMPOSITES,Adv Composites
RESOURCE_FERTILIZERS,Fertilizers
RESOURCE_INDUSTRIAL_CHEMICALS,Industr Chemicals
RESOURCE_FINE_CHEMICALS,Fine Chemicals
RESOURCE_PHARMACEUTICALS,Pharmaceuticals
RESOURCE_CONSUMER_GOODS,Consumer Goods
RESOURCE_LUXURY_GOODS,Luxury Goods
RESOURCE_ARTIFICIAL_INTELLIGENCE,AI
RESOURCE_TECHNOLOGY,Technology
RESOURCE_ENTERTAINMENT,Entertainment
RESOURCE_VIRTUAL_ARTWORKS,Virtual Artworks
RESOURCE_EDUCATIONAL_SERVICES,Education Services
RESOURCE_HEALTH_SERVICES,Health Services
RESOURCE_LEGAL_SERVICES,Legal Services
RESOURCE_ACCOUNTING_SERVICES,Accounting Services
SPACEAGENCY_CNSA,CNSA
SPACEAGENCY_CNSA_LONG,China National Space Administration
SPACEAGENCY_ESA,ESA
SPACEAGENCY_ESA_LONG,European Space Agency
SPACEAGENCY_ISRO,ISRO
SPACEAGENCY_ISRO_LONG,Indian Space Research Organisation
SPACEAGENCY_JAXA,JAXA
SPACEAGENCY_JAXA_LONG,Japan Aerospace Exploration Agency
SPACEAGENCY_NASA,NASA
SPACEAGENCY_NASA_LONG,National Aeronautics and Space Administration
SPACEAGENCY_ROSCOSMOS,Roscosmos
SPACEAGENCY_ROSCOSMOS_LONG,Russian Federal Space Agency
SPACECRAFT_ISS,ISS
SPACECRAFT_TIANGONG,Tiangong
STRATUM_UNDIFFERENTIATED,Undifferentiated
STRATUM_ATMOSPHERE,Atmosphere
STRATUM_OCEAN,Ocean
STRATUM_OCEAN_FLOOR,Ocean Floor
STRATUM_OCEAN_CRUST,Ocean Crust
STRATUM_CONT_FRESH_WATER,Fresh Water
STRATUM_CONT_SURFACE,Continental Surface
STRATUM_CONT_SURFACE_ANTARCTICA,Antarctica Surface
STRATUM_CONT_SUBSURF,Continental Subsurface (to 4 km)
STRATUM_CONT_SUBSURF_ANTARCTICA,Antarctica Subsurface (to 4 km)
STRATUM_CONT_4KM_8KM,Continental Subsurface (4-8 km)
STRATUM_CONT_4KM_8KM_ANTARCTICA,Antarctica Subsurface (4-8 km)
STRATUM_CONT_8KM_28KM,Continental Subsurface (8-28 km)
STRATUM_CONT_8KM_28KM_ANTARCTICA,Antarctica Subsurface (8-28 km)
STRATUM_LOWER_CONT_CRUST,Lower Continental Crust
STRATUM_REGOLITH,Regolith
STRATUM_POLAR_SHADED_REGOLITH,Polar Shaded Regolith
STRATUM_SURFACE,Surface
STRATUM_CRUST,Crust
STRATUM_UPPER_CRUST,Upper Crust
STRATUM_LOWER_CRUST,Lower Crust
STRATUM_LOWER_CRUST_INTER_LAYER,Lower Crust / Intermediate Layer
STRATUM_MANTLE,Mantle
STRATUM_UPPER_MANTLE,Upper Mantle
STRATUM_LOWER_MANTLE,Lower Mantle
STRATUM_MANTLE_CORE,Mantle / Core
STRATUM_CORE,Core
STRATUM_OUTER_CORE,Outer Core
STRATUM_INNER_CORE,Inner Core
SURVEY_GENERALIZATION,Class-Typical Values
SURVEY_THEORETICAL_DISPUTED,Theoretical (disputed)
SURVEY_THEORETICAL_WEAK,Theoretical (weak)
SURVEY_THEORETICAL,Theoretical
SURVEY_THEORETICAL_STRONG,Theoretical (strong)
SURVEY_THEORETICAL_ESTABLISHED,Theoretical (established)
SURVEY_SPECTROSCOPY_SURFACE,Spectroscopy (surface)
SURVEY_SPECTROSCOPY_ATMOSPHERE,Spectroscopy (atmosphere)
SURVEY_SPECTROSCOPY_STELLAR,Spectroscopy (stellar)
SURVEY_SOME_EXPLORATION,Some Exploration
SURVEY_SURVEYED_1,"Surveyed, +1σ deposits"
SURVEY_SURVEYED_2,"Surveyed, +2σ deposits"
SURVEY_SURVEYED_3,"Surveyed, +3σ deposits"
SURVEY_SURVEYED_4,"Surveyed, +4σ deposits"
SURVEY_SURVEYED_5,"Surveyed, +5σ deposits"
SURVEY_SURVEYED_6,"Surveyed, +6σ deposits"
SURVEY_SURVEYED_7,"Surveyed, +7σ deposits"
SURVEY_SURVEYED_8,"Surveyed, +8σ deposits"
SURVEY_SURVEYED_9,"Surveyed, +9σ deposits"
SURVEY_SURVEYED_10,"Surveyed, +10σ deposits"
SURVEY_KNOWN,Known
SYSTEM_STAR_SUN,Solar System
TRANSPORT_INTERPLANETARY,Interplanetary Freighter
TRANSPORT_REUSEABLE_ROCKET,Resuseable Rocket
TRANSPORT_THROW_AWAY_ROCKET,Rocket
